retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,stay_home,lgd_state_name,date,lgd_district_name,av_stay_home
-55,-2,-39,-51,-2,14,andhra pradesh,05jul2020,chittoor,16.714285
-50,6,-33,-44,-19,17,andhra pradesh,06jul2020,chittoor,16.714285
-53,-3,-32,-46,-23,17,andhra pradesh,07jul2020,chittoor,16.857143
-52,0,-35,-45,-24,17,andhra pradesh,08jul2020,chittoor,17.142857
-53,1,-34,-45,-23,18,andhra pradesh,09jul2020,chittoor,17.285715
-52,5,-36,-47,-23,19,andhra pradesh,10jul2020,chittoor,17.428572
-54,-1,-40,-50,-27,18,andhra pradesh,11jul2020,chittoor,17.571428
-57,-8,-42,-52,-6,15,andhra pradesh,12jul2020,chittoor,17.857143
-54,-2,-35,-45,-21,18,andhra pradesh,13jul2020,chittoor,18.142857
-55,-9,-33,-46,-25,18,andhra pradesh,14jul2020,chittoor,18.428572
-54,-6,-35,-46,-27,19,andhra pradesh,15jul2020,chittoor,18.571428
-56,-7,-36,-48,-26,20,andhra pradesh,16jul2020,chittoor,19
-57,-6,-38,-49,-24,21,andhra pradesh,17jul2020,chittoor,19.428572
-57,-10,-41,-52,-21,19,andhra pradesh,18jul2020,chittoor,19.714285
-66,-24,-45,-56,-11,18,andhra pradesh,19jul2020,chittoor,19.857143
-60,-15,-37,-50,-24,21,andhra pradesh,20jul2020,chittoor,20
-61,-18,-36,-50,-28,20,andhra pradesh,21jul2020,chittoor,20.142857
-59,-12,-37,-47,-30,20,andhra pradesh,22jul2020,chittoor,20.428572
-62,-16,-38,-50,-30,21,andhra pradesh,23jul2020,chittoor,20.428572
-63,-18,-36,-50,-29,22,andhra pradesh,24jul2020,chittoor,20.571428
-63,-21,-43,-53,-27,21,andhra pradesh,25jul2020,chittoor,20.714285
-68,-29,-43,-58,-14,18,andhra pradesh,26jul2020,chittoor,21
-63,-19,-35,-50,-28,22,andhra pradesh,27jul2020,chittoor,20.857143
-63,-21,-34,-50,-31,21,andhra pradesh,28jul2020,chittoor,21
-62,-19,-39,-48,-33,22,andhra pradesh,29jul2020,chittoor,21.142857
-60,-11,-36,-45,-31,20,andhra pradesh,30jul2020,chittoor,21
-64,-19,-38,-50,-33,23,andhra pradesh,31jul2020,chittoor,20.571428
-65,-25,-41,-54,-35,22,andhra pradesh,01aug2020,chittoor,20.428572
-64,-22,-41,-56,-14,17,andhra pradesh,02aug2020,chittoor,19.857143
-59,-14,-32,-46,-27,19,andhra pradesh,03aug2020,chittoor,19.571428
-61,-20,-35,-49,-30,20,andhra pradesh,04aug2020,chittoor,18.857143
-57,-17,-47,-46,-30,18,andhra pradesh,05aug2020,chittoor,18.142857
-56,-13,-46,-48,-28,18,andhra pradesh,06aug2020,chittoor,17.571428
-56,-14,-44,-49,-26,18,andhra pradesh,07aug2020,chittoor,17.285715
-56,-18,-48,-52,-29,17,andhra pradesh,08aug2020,chittoor,17.142857
-59,-19,-47,-54,-7,13,andhra pradesh,09aug2020,chittoor,17
-53,-12,-42,-46,-24,17,andhra pradesh,10aug2020,chittoor,16.714285
-56,-18,-43,-49,-34,19,andhra pradesh,11aug2020,chittoor,16.571428
-53,-13,-43,-46,-28,17,andhra pradesh,12aug2020,chittoor,16.714285
-52,-10,-42,-45,-27,16,andhra pradesh,13aug2020,chittoor,16.857143
-53,-9,-43,-46,-25,17,andhra pradesh,14aug2020,chittoor,16.857143
-54,-14,-46,-49,-30,18,andhra pradesh,15aug2020,chittoor,16.428572
-57,-19,-47,-54,-7,14,andhra pradesh,16aug2020,chittoor,16.428572
,,,,-22,17,andhra pradesh,17aug2020,chittoor,16.428572
,,,,-24,16,andhra pradesh,18aug2020,chittoor,16.285715
,,,,-26,17,andhra pradesh,19aug2020,chittoor,16.857143
,,,,-26,16,andhra pradesh,20aug2020,chittoor,16.714285
,,,,-26,16,andhra pradesh,21aug2020,chittoor,16.857143
,,,,-45,22,andhra pradesh,22aug2020,chittoor,16.857143
,,,,-9,13,andhra pradesh,23aug2020,chittoor,16.857143
,,,,-25,18,andhra pradesh,24aug2020,chittoor,17
,,,,-27,16,andhra pradesh,25aug2020,chittoor,17.142857
,,,,-28,17,andhra pradesh,26aug2020,chittoor,16.285715
,,,,-28,17,andhra pradesh,27aug2020,chittoor,16.285715
,,,,-27,17,andhra pradesh,28aug2020,chittoor,16
,,,,-24,16,andhra pradesh,29aug2020,chittoor,15.857142
,,,,-11,13,andhra pradesh,30aug2020,chittoor,15.714286
,,,,-25,16,andhra pradesh,31aug2020,chittoor,15.857142
,,,,-28,15,andhra pradesh,01sep2020,chittoor,16
,,,,-29,16,andhra pradesh,02sep2020,chittoor,15.857142
,,,,-29,18,andhra pradesh,03sep2020,chittoor,16
,,,,-28,18,andhra pradesh,04sep2020,chittoor,16.285715
,,,,-23,15,andhra pradesh,05sep2020,chittoor,16.285715
,,,,-14,14,andhra pradesh,06sep2020,chittoor,16.285715
,,,,-27,18,andhra pradesh,07sep2020,chittoor,16
,,,,-29,15,andhra pradesh,08sep2020,chittoor,15.714286
,,,,-32,16,andhra pradesh,09sep2020,chittoor,15.714286
,,,,-32,16,andhra pradesh,10sep2020,chittoor,15.571428
,,,,-32,16,andhra pradesh,11sep2020,chittoor,15.571428
,,,,-37,15,andhra pradesh,12sep2020,chittoor,15.714286
,,,,-21,13,andhra pradesh,13sep2020,chittoor,15.857142
,,,,-30,18,andhra pradesh,14sep2020,chittoor,16.142857
,,,,-30,16,andhra pradesh,15sep2020,chittoor,16.714285
,,,,-31,17,andhra pradesh,16sep2020,chittoor,17.142857
,,,,-30,18,andhra pradesh,17sep2020,chittoor,17.285715
,,,,-28,20,andhra pradesh,18sep2020,chittoor,17.142857
,,,,-26,18,andhra pradesh,19sep2020,chittoor,
,,,,-16,14,andhra pradesh,20sep2020,chittoor,
,,,,-27,17,andhra pradesh,21sep2020,chittoor,
2,0,7,9,3,-1,andhra pradesh,15feb2020,east godavari,
-3,-1,3,9,-4,1,andhra pradesh,16feb2020,east godavari,
-1,-2,3,6,4,1,andhra pradesh,17feb2020,east godavari,
-3,1,6,4,4,0,andhra pradesh,18feb2020,east godavari,1.2857143
-4,-4,4,1,7,0,andhra pradesh,19feb2020,east godavari,1.7142857
-2,2,2,7,4,1,andhra pradesh,20feb2020,east godavari,2
0,-1,18,3,-33,7,andhra pradesh,21feb2020,east godavari,2
2,1,3,1,-1,2,andhra pradesh,22feb2020,east godavari,2
-4,-2,0,1,0,3,andhra pradesh,23feb2020,east godavari,1.8571428
0,-1,1,3,6,1,andhra pradesh,24feb2020,east godavari,1.7142857
-1,0,5,3,4,0,andhra pradesh,25feb2020,east godavari,.85714287
-1,-4,4,2,4,-1,andhra pradesh,26feb2020,east godavari,.71428573
0,0,4,4,3,0,andhra pradesh,27feb2020,east godavari,.42857143
0,-1,2,2,5,1,andhra pradesh,28feb2020,east godavari,.42857143
0,1,3,1,9,1,andhra pradesh,29feb2020,east godavari,.5714286
-4,3,2,3,5,1,andhra pradesh,01mar2020,east godavari,.85714287
0,1,3,1,8,1,andhra pradesh,02mar2020,east godavari,1
-2,2,6,0,6,1,andhra pradesh,03mar2020,east godavari,1.1428572
0,5,4,-2,9,1,andhra pradesh,04mar2020,east godavari,1.1428572
0,6,2,3,5,1,andhra pradesh,05mar2020,east godavari,1.1428572
-1,4,4,2,6,2,andhra pradesh,06mar2020,east godavari,1.2857143
1,6,6,5,7,1,andhra pradesh,07mar2020,east godavari,1.4285715
-2,4,5,4,1,1,andhra pradesh,08mar2020,east godavari,1.1428572
2,5,5,3,3,2,andhra pradesh,09mar2020,east godavari,1.1428572
-1,4,7,1,-1,2,andhra pradesh,10mar2020,east godavari,1
-2,2,4,0,4,-1,andhra pradesh,11mar2020,east godavari,1.4285715
-1,3,3,2,1,1,andhra pradesh,12mar2020,east godavari,1.5714285
-3,1,3,-1,1,1,andhra pradesh,13mar2020,east godavari,1.8571428
-2,4,3,-2,-11,4,andhra pradesh,14mar2020,east godavari,1.8571428
-10,1,-1,-1,0,2,andhra pradesh,15mar2020,east godavari,2.2857144
-5,1,0,-4,3,4,andhra pradesh,16mar2020,east godavari,2.7142856
-6,2,2,-6,0,2,andhra pradesh,17mar2020,east godavari,3.4285715
-4,3,2,-7,3,2,andhra pradesh,18mar2020,east godavari,3.8571429
-5,10,0,1,-9,4,andhra pradesh,19mar2020,east godavari,7.2857141
-10,16,-6,-4,-12,6,andhra pradesh,20mar2020,east godavari,9.2857141
-11,34,-9,-8,-10,7,andhra pradesh,21mar2020,east godavari,12.428572
-79,-78,-66,-64,-44,26,andhra pradesh,22mar2020,east godavari,16.571428
-49,-4,-34,-44,-30,18,andhra pradesh,23mar2020,east godavari,20.285715
-71,-47,-52,-59,-49,24,andhra pradesh,24mar2020,east godavari,23.714285
-77,-59,-61,-68,-63,31,andhra pradesh,25mar2020,east godavari,27.142857
-75,-53,-60,-65,-56,30,andhra pradesh,26mar2020,east godavari,26.714285
-75,-52,-59,-65,-55,30,andhra pradesh,27mar2020,east godavari,28.571428
-76,-53,-61,-67,-54,31,andhra pradesh,28mar2020,east godavari,29.142857
-73,-51,-60,-63,-32,23,andhra pradesh,29mar2020,east godavari,28.857143
-75,-57,-60,-67,-52,31,andhra pradesh,30mar2020,east godavari,29
-75,-55,-58,-64,-52,28,andhra pradesh,31mar2020,east godavari,29
-75,-57,-60,-66,-53,29,andhra pradesh,01apr2020,east godavari,28.571428
-76,-58,-61,-67,-56,31,andhra pradesh,02apr2020,east godavari,28.428572
-75,-58,-59,-65,-51,30,andhra pradesh,03apr2020,east godavari,28.285715
-75,-58,-59,-65,-47,28,andhra pradesh,04apr2020,east godavari,28.142857
-72,-56,-58,-61,-28,22,andhra pradesh,05apr2020,east godavari,27.857143
-75,-56,-59,-64,-49,30,andhra pradesh,06apr2020,east godavari,27.571428
-78,-42,-56,-54,-50,27,andhra pradesh,07apr2020,east godavari,27.714285
-78,-43,-57,-57,-48,27,andhra pradesh,08apr2020,east godavari,28
-80,-48,-60,-60,-51,29,andhra pradesh,09apr2020,east godavari,28.285715
-78,-41,-57,-56,-54,31,andhra pradesh,10apr2020,east godavari,28.285715
-79,-40,-58,-58,-51,30,andhra pradesh,11apr2020,east godavari,28.285715
-80,-52,-60,-59,-31,24,andhra pradesh,12apr2020,east godavari,28.285715
-79,-44,-58,-58,-48,30,andhra pradesh,13apr2020,east godavari,28
-78,-43,-56,-55,-52,27,andhra pradesh,14apr2020,east godavari,27.571428
-78,-40,-55,-56,-44,27,andhra pradesh,15apr2020,east godavari,27.285715
-85,-31,-72,-54,-47,27,andhra pradesh,16apr2020,east godavari,27.142857
-85,-31,-72,-54,-46,28,andhra pradesh,17apr2020,east godavari,26.857143
-86,-32,-73,-56,-44,28,andhra pradesh,18apr2020,east godavari,26.571428
-86,-41,-73,-56,-27,23,andhra pradesh,19apr2020,east godavari,26.571428
-86,-36,-73,-57,-45,28,andhra pradesh,20apr2020,east godavari,26.857143
-86,-33,-71,-54,-46,25,andhra pradesh,21apr2020,east godavari,27
-86,-36,-72,-57,-44,27,andhra pradesh,22apr2020,east godavari,27.142857
-86,-35,-73,-57,-46,29,andhra pradesh,23apr2020,east godavari,27
-86,-34,-73,-55,-46,29,andhra pradesh,24apr2020,east godavari,27.428572
-86,-32,-74,-56,-45,29,andhra pradesh,25apr2020,east godavari,27.714285
-87,-43,-74,-57,-27,22,andhra pradesh,26apr2020,east godavari,27.571428
-87,-44,-75,-62,-48,31,andhra pradesh,27apr2020,east godavari,27.285715
-85,-32,-72,-54,-44,27,andhra pradesh,28apr2020,east godavari,27
-85,-33,-72,-56,-43,26,andhra pradesh,29apr2020,east godavari,26.714285
-85,-32,-73,-55,-44,27,andhra pradesh,30apr2020,east godavari,26.714285
-85,-30,-73,-53,-47,27,andhra pradesh,01may2020,east godavari,25.571428
-84,-28,-73,-54,-40,27,andhra pradesh,02may2020,east godavari,24.714285
-84,-37,-73,-53,-23,22,andhra pradesh,03may2020,east godavari,24
-76,-9,-69,-45,-33,23,andhra pradesh,04may2020,east godavari,23.285715
-74,-5,-66,-43,-32,21,andhra pradesh,05may2020,east godavari,22.714285
-72,1,-67,-41,-29,21,andhra pradesh,06may2020,east godavari,22
-71,5,-67,-40,-30,22,andhra pradesh,07may2020,east godavari,21.285715
-70,3,-66,-39,-29,23,andhra pradesh,08may2020,east godavari,21
-70,8,-67,-40,-31,22,andhra pradesh,09may2020,east godavari,20.857143
-72,-10,-68,-40,-10,17,andhra pradesh,10may2020,east godavari,20.714285
-69,3,-66,-39,-26,21,andhra pradesh,11may2020,east godavari,20.428572
-70,2,-65,-37,-27,20,andhra pradesh,12may2020,east godavari,20.285715
-71,-5,-67,-41,-26,20,andhra pradesh,13may2020,east godavari,20.285715
-69,-2,-67,-41,-29,20,andhra pradesh,14may2020,east godavari,20.428572
-70,-4,-67,-40,-27,22,andhra pradesh,15may2020,east godavari,20.428572
-68,0,-67,-40,-23,22,andhra pradesh,16may2020,east godavari,20.285715
-72,-14,-67,-41,-9,18,andhra pradesh,17may2020,east godavari,20.285715
-65,2,-66,-38,-24,21,andhra pradesh,18may2020,east godavari,20.428572
-67,1,-65,-37,-24,19,andhra pradesh,19may2020,east godavari,20.428572
-65,1,-65,-37,-21,20,andhra pradesh,20may2020,east godavari,20.142857
-64,4,-66,-36,-23,21,andhra pradesh,21may2020,east godavari,19.857143
-65,1,-66,-37,-22,22,andhra pradesh,22may2020,east godavari,20
-61,11,-65,-36,-20,20,andhra pradesh,23may2020,east godavari,19.857143
-66,-6,-66,-36,-6,16,andhra pradesh,24may2020,east godavari,19.571428
-60,9,-65,-37,-32,22,andhra pradesh,25may2020,east godavari,19.428572
-62,5,-64,-34,-20,18,andhra pradesh,26may2020,east godavari,19.142857
-60,6,-64,-35,-17,18,andhra pradesh,27may2020,east godavari,19
-60,10,-65,-34,-19,20,andhra pradesh,28may2020,east godavari,19
-60,9,-65,-33,-18,20,andhra pradesh,29may2020,east godavari,18.428572
-58,13,-64,-33,-12,19,andhra pradesh,30may2020,east godavari,18.285715
-64,-4,-65,-34,3,16,andhra pradesh,31may2020,east godavari,18.142857
-55,16,-63,-30,-15,18,andhra pradesh,01jun2020,east godavari,18
-56,14,-62,-28,-16,17,andhra pradesh,02jun2020,east godavari,17.714285
-54,14,-62,-29,-13,17,andhra pradesh,03jun2020,east godavari,17.428572
-55,16,-62,-29,-17,19,andhra pradesh,04jun2020,east godavari,17.285715
-50,22,-62,-27,-14,18,andhra pradesh,05jun2020,east godavari,17.142857
-49,23,-63,-28,-11,17,andhra pradesh,06jun2020,east godavari,17
-58,3,-64,-30,3,15,andhra pradesh,07jun2020,east godavari,16.857143
-46,24,-62,-27,-12,17,andhra pradesh,08jun2020,east godavari,16.428572
-51,14,-63,-28,-15,16,andhra pradesh,09jun2020,east godavari,16.428572
-50,14,-62,-29,-14,16,andhra pradesh,10jun2020,east godavari,16.571428
-42,30,-60,-25,-15,16,andhra pradesh,11jun2020,east godavari,16.428572
-47,19,-62,-28,-15,18,andhra pradesh,12jun2020,east godavari,16.285715
-43,29,-61,-26,-18,18,andhra pradesh,13jun2020,east godavari,16.142857
-54,4,-62,-28,3,14,andhra pradesh,14jun2020,east godavari,16.142857
-43,23,-61,-25,-14,16,andhra pradesh,15jun2020,east godavari,16.285715
-46,18,-60,-25,-15,15,andhra pradesh,16jun2020,east godavari,16.285715
-46,17,-61,-28,-13,16,andhra pradesh,17jun2020,east godavari,16.142857
-47,19,-62,-29,-16,17,andhra pradesh,18jun2020,east godavari,17.285715
-49,15,-61,-29,-14,18,andhra pradesh,19jun2020,east godavari,17.714285
-48,18,-62,-31,-10,17,andhra pradesh,20jun2020,east godavari,17.857143
-65,-22,-68,-44,-5,22,andhra pradesh,21jun2020,east godavari,17.714285
-47,17,-62,-31,-14,19,andhra pradesh,22jun2020,east godavari,18
-49,15,-62,-28,-16,16,andhra pradesh,23jun2020,east godavari,18.142857
-41,24,-62,-27,-12,15,andhra pradesh,24jun2020,east godavari,18.428572
-54,7,-65,-35,-16,19,andhra pradesh,25jun2020,east godavari,17.857143
-54,5,-65,-33,-15,19,andhra pradesh,26jun2020,east godavari,17.857143
-53,8,-64,-34,-14,19,andhra pradesh,27jun2020,east godavari,18.285715
-61,-11,-66,-37,-1,18,andhra pradesh,28jun2020,east godavari,18.714285
-54,6,-65,-35,-14,19,andhra pradesh,29jun2020,east godavari,18.714285
-56,0,-65,-35,-18,19,andhra pradesh,30jun2020,east godavari,18.857143
-52,6,-64,-34,-13,18,andhra pradesh,01jul2020,east godavari,19.285715
-51,12,-64,-33,-16,19,andhra pradesh,02jul2020,east godavari,19.428572
-52,11,-64,-33,-16,20,andhra pradesh,03jul2020,east godavari,19.857143
-55,5,-67,-37,-14,22,andhra pradesh,04jul2020,east godavari,19.714285
-62,-11,-68,-40,-2,19,andhra pradesh,05jul2020,east godavari,19.714285
-56,-1,-68,-40,-18,22,andhra pradesh,06jul2020,east godavari,20
-53,8,-64,-33,-18,18,andhra pradesh,07jul2020,east godavari,20.285715
-53,5,-65,-36,-14,18,andhra pradesh,08jul2020,east godavari,20.285715
-54,7,-67,-36,-18,21,andhra pradesh,09jul2020,east godavari,20.142857
-55,3,-67,-36,-19,22,andhra pradesh,10jul2020,east godavari,19.857143
-52,12,-66,-35,-23,22,andhra pradesh,11jul2020,east godavari,20.285715
-61,-10,-68,-38,-4,18,andhra pradesh,12jul2020,east godavari,21.285715
-52,8,-67,-35,-17,20,andhra pradesh,13jul2020,east godavari,21.714285
-68,-16,-68,-39,-22,21,andhra pradesh,14jul2020,east godavari,22.142857
-70,-26,-71,-47,-24,25,andhra pradesh,15jul2020,east godavari,22.428572
-65,-10,-69,-41,-23,24,andhra pradesh,16jul2020,east godavari,24.285715
-65,-10,-69,-40,-23,25,andhra pradesh,17jul2020,east godavari,25.142857
-65,-7,-69,-41,-21,24,andhra pradesh,18jul2020,east godavari,25.571428
-88,-68,-80,-67,-33,31,andhra pradesh,19jul2020,east godavari,25.428572
-64,-7,-70,-43,-24,26,andhra pradesh,20jul2020,east godavari,25.857143
-67,-8,-69,-41,-27,24,andhra pradesh,21jul2020,east godavari,26.142857
-67,-11,-68,-41,-26,24,andhra pradesh,22jul2020,east godavari,26.285715
-69,-16,-71,-45,-30,27,andhra pradesh,23jul2020,east godavari,25.857143
-68,-13,-69,-42,-29,27,andhra pradesh,24jul2020,east godavari,25.857143
-66,-7,-69,-41,-29,25,andhra pradesh,25jul2020,east godavari,25.857143
-85,-59,-77,-60,-29,28,andhra pradesh,26jul2020,east godavari,25.714285
-64,-6,-70,-41,-28,26,andhra pradesh,27jul2020,east godavari,25.142857
-64,-9,-69,-39,-29,24,andhra pradesh,28jul2020,east godavari,25
-61,-5,-68,-39,-27,23,andhra pradesh,29jul2020,east godavari,24.857143
-50,17,-64,-31,-29,23,andhra pradesh,30jul2020,east godavari,24.428572
-60,-3,-67,-39,-30,26,andhra pradesh,31jul2020,east godavari,23.714285
-54,14,-66,-36,-31,24,andhra pradesh,01aug2020,east godavari,23.571428
-81,-53,-74,-56,-26,25,andhra pradesh,02aug2020,east godavari,23.285715
-49,25,-62,-28,-26,21,andhra pradesh,03aug2020,east godavari,23.142857
-58,-2,-67,-37,-28,23,andhra pradesh,04aug2020,east godavari,22.571428
-52,-3,-66,-37,-25,21,andhra pradesh,05aug2020,east godavari,22.142857
-50,3,-66,-34,-26,22,andhra pradesh,06aug2020,east godavari,21.857143
-53,-6,-67,-36,-25,22,andhra pradesh,07aug2020,east godavari,22.142857
-49,5,-64,-34,-28,21,andhra pradesh,08aug2020,east godavari,22
-81,-61,-76,-57,-23,23,andhra pradesh,09aug2020,east godavari,22.428572
-50,-1,-67,-37,-26,23,andhra pradesh,10aug2020,east godavari,22.285715
-51,-1,-64,-35,-32,22,andhra pradesh,11aug2020,east godavari,22.571428
-56,-16,-69,-43,-25,24,andhra pradesh,12aug2020,east godavari,23.571428
-47,4,-64,-34,-26,21,andhra pradesh,13aug2020,east godavari,23.285715
-54,-13,-67,-41,-27,24,andhra pradesh,14aug2020,east godavari,23
-62,-19,-71,-48,-35,28,andhra pradesh,15aug2020,east godavari,22.571428
-63,-27,-68,-44,-12,21,andhra pradesh,16aug2020,east godavari,22.142857
,,,,-24,21,andhra pradesh,17aug2020,east godavari,22.428572
,,,,-24,19,andhra pradesh,18aug2020,east godavari,22
,,,,-22,21,andhra pradesh,19aug2020,east godavari,22
,,,,-26,23,andhra pradesh,20aug2020,east godavari,21.714285
,,,,-25,21,andhra pradesh,21aug2020,east godavari,21.571428
,,,,-41,28,andhra pradesh,22aug2020,east godavari,21.714285
,,,,-10,19,andhra pradesh,23aug2020,east godavari,21.714285
,,,,-24,20,andhra pradesh,24aug2020,east godavari,21.571428
,,,,-26,20,andhra pradesh,25aug2020,east godavari,21.571428
,,,,-24,21,andhra pradesh,26aug2020,east godavari,20.428572
,,,,-27,22,andhra pradesh,27aug2020,east godavari,20.285715
,,,,-26,21,andhra pradesh,28aug2020,east godavari,20.285715
,,,,-24,20,andhra pradesh,29aug2020,east godavari,20.142857
,,,,-12,18,andhra pradesh,30aug2020,east godavari,19.714285
,,,,-25,20,andhra pradesh,31aug2020,east godavari,19.428572
,,,,-26,19,andhra pradesh,01sep2020,east godavari,19.428572
,,,,-24,18,andhra pradesh,02sep2020,east godavari,19.285715
,,,,-27,20,andhra pradesh,03sep2020,east godavari,19.142857
,,,,-26,21,andhra pradesh,04sep2020,east godavari,19
,,,,-22,19,andhra pradesh,05sep2020,east godavari,18.714285
,,,,-13,17,andhra pradesh,06sep2020,east godavari,18.571428
,,,,-26,19,andhra pradesh,07sep2020,east godavari,18.285715
,,,,-27,17,andhra pradesh,08sep2020,east godavari,17.714285
,,,,-25,17,andhra pradesh,09sep2020,east godavari,17.571428
,,,,-29,18,andhra pradesh,10sep2020,east godavari,17.142857
,,,,-29,17,andhra pradesh,11sep2020,east godavari,16.857143
,,,,-35,18,andhra pradesh,12sep2020,east godavari,17
,,,,-21,14,andhra pradesh,13sep2020,east godavari,17.285715
,,,,-28,17,andhra pradesh,14sep2020,east godavari,17.571428
,,,,-31,18,andhra pradesh,15sep2020,east godavari,18.142857
,,,,-26,19,andhra pradesh,16sep2020,east godavari,18.142857
,,,,-28,20,andhra pradesh,17sep2020,east godavari,18.571428
,,,,-29,21,andhra pradesh,18sep2020,east godavari,18.857143
,,,,-25,18,andhra pradesh,19sep2020,east godavari,
,,,,-19,17,andhra pradesh,20sep2020,east godavari,
,,,,-26,19,andhra pradesh,21sep2020,east godavari,
1,-2,12,7,4,-2,andhra pradesh,15feb2020,guntur,
1,3,10,5,-1,1,andhra pradesh,16feb2020,guntur,
-1,-1,10,1,9,0,andhra pradesh,17feb2020,guntur,
0,0,11,-1,4,0,andhra pradesh,18feb2020,guntur,.2857143
0,2,12,2,7,-2,andhra pradesh,19feb2020,guntur,.85714287
3,7,15,11,3,-1,andhra pradesh,20feb2020,guntur,1
1,-8,9,4,-35,6,andhra pradesh,21feb2020,guntur,1.1428572
1,-3,11,4,-10,2,andhra pradesh,22feb2020,guntur,1.1428572
-1,2,11,3,0,2,andhra pradesh,23feb2020,guntur,1.1428572
-1,1,13,4,10,1,andhra pradesh,24feb2020,guntur,1.2857143
1,1,12,1,4,0,andhra pradesh,25feb2020,guntur,.5714286
1,0,11,2,5,-2,andhra pradesh,26feb2020,guntur,.14285715
1,0,8,2,3,0,andhra pradesh,27feb2020,guntur,-.14285715
0,-1,6,0,4,1,andhra pradesh,28feb2020,guntur,-.14285715
-1,0,9,2,8,-1,andhra pradesh,29feb2020,guntur,0
2,6,10,4,5,0,andhra pradesh,01mar2020,guntur,.14285715
0,2,9,1,12,1,andhra pradesh,02mar2020,guntur,.2857143
0,3,12,-3,6,1,andhra pradesh,03mar2020,guntur,.2857143
1,7,11,-1,9,-1,andhra pradesh,04mar2020,guntur,.5714286
2,6,12,2,5,1,andhra pradesh,05mar2020,guntur,.71428573
1,5,12,2,6,1,andhra pradesh,06mar2020,guntur,.85714287
2,2,11,6,6,1,andhra pradesh,07mar2020,guntur,.85714287
4,5,12,6,2,1,andhra pradesh,08mar2020,guntur,.71428573
2,6,15,0,5,2,andhra pradesh,09mar2020,guntur,.71428573
1,4,10,0,0,1,andhra pradesh,10mar2020,guntur,.71428573
2,5,11,1,5,-2,andhra pradesh,11mar2020,guntur,.85714287
1,3,11,0,2,1,andhra pradesh,12mar2020,guntur,1
-3,2,9,0,3,1,andhra pradesh,13mar2020,guntur,1
-4,-2,10,0,-10,2,andhra pradesh,14mar2020,guntur,1.1428572
-6,1,7,0,0,2,andhra pradesh,15mar2020,guntur,1.4285715
-3,1,5,-2,7,2,andhra pradesh,16mar2020,guntur,1.7142857
-3,1,5,-4,1,2,andhra pradesh,17mar2020,guntur,2.4285715
0,6,8,-1,4,0,andhra pradesh,18mar2020,guntur,3
0,10,8,10,-7,3,andhra pradesh,19mar2020,guntur,6.1428571
-9,15,2,1,-14,6,andhra pradesh,20mar2020,guntur,8.5714283
-17,17,2,-6,-16,6,andhra pradesh,21mar2020,guntur,12
-76,-75,-56,-64,-46,24,andhra pradesh,22mar2020,guntur,16.285715
-52,-14,-23,-48,-34,19,andhra pradesh,23mar2020,guntur,20.285715
-71,-50,-45,-63,-56,26,andhra pradesh,24mar2020,guntur,24
-76,-57,-52,-67,-67,30,andhra pradesh,25mar2020,guntur,27.714285
-75,-59,-51,-66,-61,31,andhra pradesh,26mar2020,guntur,27.571428
-75,-57,-51,-67,-61,32,andhra pradesh,27mar2020,guntur,29.285715
-76,-63,-53,-68,-61,32,andhra pradesh,28mar2020,guntur,29.571428
-74,-59,-49,-66,-38,23,andhra pradesh,29mar2020,guntur,29.142857
-75,-61,-48,-68,-57,31,andhra pradesh,30mar2020,guntur,29.285715
-73,-63,-46,-66,-58,28,andhra pradesh,31mar2020,guntur,29
-73,-61,-47,-66,-57,27,andhra pradesh,01apr2020,guntur,28.428572
-75,-65,-50,-67,-61,32,andhra pradesh,02apr2020,guntur,28.142857
-75,-66,-50,-67,-56,30,andhra pradesh,03apr2020,guntur,28
-75,-68,-49,-66,-53,28,andhra pradesh,04apr2020,guntur,28
-73,-62,-46,-64,-32,21,andhra pradesh,05apr2020,guntur,28
